ifp_id,date,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,arch_acf,garch_acf,arch_r2,garch_r2,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,stability,hw_alpha,hw_beta,hw_gamma,unitroot_kpss,unitroot_pp,series_length,ratio,skew
1208,2018-04-04,0.9171,4.5554,0.7797,3.5106,-0.1151,0.3728,0,0.8819,14,0.6243,4,0.0436,0.0438,0.0402,0.0401,0.9999,0.0001,0.9963,0.2019,0.0631,1.6621,0.8637,0.0682,0,0,1,0.8209,1.9103e-06,1.0453,-0.114,0.8822,4.141,0,0,0,0.324,0,0,0,0.0469,-27.5824,120,0.0009653585251787692,3.123854351910088
1208,2018-04-10,0.9171,4.5554,0.7797,3.5106,-0.1151,0.3728,0,0.8819,14,0.6243,4,0.0436,0.0438,0.0402,0.0401,0.9999,0.0001,0.9963,0.2019,0.0631,1.6621,0.8637,0.0682,0,0,1,0.8209,1.9103e-06,1.0453,-0.114,0.8822,4.141,0,0,0,0.324,0,0,0,0.0469,-27.5824,120,0.0010051871344100333,3.1264542660613044
893,2018-03-08,0.9147,3.7175,0.0489,0.0575,-0.3826,0.2767,0,0.5155,5,0.6291,7,0.0931,0.087,0.1236,0.1246,0.9999,0.0001,0.9967,0.046,0.0976,0.8572,0.062,0.4501,0,0,1,0.9226,1.3265e-06,-6.0342,6.2509,0.447,0.3377,0,0,0,0.8723,0,0,0,1.0407,-9.5783,120,0.000197236699665394,3.0018399599688346
893,2018-03-10,0.9039,3.5304,0.0265,0.0718,-0.3651,0.3057,0,0.4975,7,0.6334,7,0.0757,0.071,0.1134,0.1119,0.9999,0.0061,0.9966,0.0666,0.0807,0.8579,0.0783,0.5058,0,0,1,0.9291,7.2265e-07,-6.088,5.9547,0.3463,0.2366,0,0,0,0.8501,0,0,0,1.0105,-10.0631,120,0.00019275044809045514,3.00172273930179
893,2018-03-11,0.9039,3.5304,0.0265,0.0718,-0.3651,0.3057,0,0.4975,7,0.6334,7,0.0757,0.071,0.1134,0.1119,0.9999,0.0061,0.9966,0.0666,0.0807,0.8579,0.0783,0.5058,0,0,1,0.9291,7.2265e-07,-6.088,5.9547,0.3463,0.2366,0,0,0,0.8501,0,0,0,1.0105,-10.0631,120,0.00019275044809045514,3.00172273930179
893,2018-03-12,0.8687,3.2802,0.0301,0.0778,-0.3928,0.3701,0,0.4416,7,0.6574,7,0.0847,0.0847,0.1027,0.1024,0.9999,0.0001,0.9962,0.0653,0.1881,0.7781,0.0838,0.558,0,0,1,0.9133,1.1463e-06,-5.6853,5.3041,0.3426,0.2158,0,0,0,0.8393,0,0,0,0.9194,-14.783,120,0.00019723333046237115,3.001372792719314
893,2018-03-13,0.8701,3.439,0.0073,0.0887,-0.3944,0.3715,0,0.4356,7,0.6673,6,0.0674,0.0666,0.0775,0.0763,0.8999,0.0001,0.9966,0.0286,0.4305,0.8004,0.0903,0.5352,0,0,1,0.9057,1.4034e-06,-5.5535,4.7722,0.3151,0.1998,0,0,0,0.883,0,0,0,0.8731,-14.2183,120,0.000197538573432797,3.0012569900163353
893,2018-03-15,0.9019,3.7347,-0.0369,0.1023,-0.4008,0.3773,0,0.4638,7,0.6839,6,0.0768,0.0724,0.0668,0.0636,0.9324,0.0001,0.997,0.043,0.253,0.8675,0.0962,0.5808,0,0,1,0.8972,1.7302e-06,-5.0758,3.907,0.327,0.2007,0,0,0,0.8878,0,0,0,0.7705,-10.1286,120,0.00018319422006626924,3.0010255384022497
893,2018-03-17,0.9029,3.7408,-0.033,0.1035,-0.401,0.3782,0,0.4709,7,0.6892,6,0.0818,0.0745,0.0662,0.0636,0.9192,0.0001,0.9969,0.0439,0.2466,0.8809,0.0955,0.5791,0,0,1,0.8933,1.7999e-06,-4.9419,3.8021,0.3334,0.2053,0,0,0,0.8465,0,0,0,0.7378,-10.451,120,0.0001798309043408758,3.000909753186942
893,2018-03-18,0.9029,3.7408,-0.033,0.1035,-0.401,0.3782,0,0.4709,7,0.6892,6,0.0818,0.0745,0.0662,0.0636,0.9192,0.0001,0.9969,0.0439,0.2466,0.8809,0.0955,0.5791,0,0,1,0.8933,1.7999e-06,-4.9419,3.8021,0.3334,0.2053,0,0,0,0.8465,0,0,0,0.7378,-10.451,120,0.0001798309043408758,3.000909753186942
893,2018-03-19,0.8964,3.7929,-0.0317,0.1049,-0.3984,0.3861,0,0.4949,7,0.6906,6,0.0809,0.0765,0.0656,0.0617,0.9416,0.0001,0.9963,0.1004,0.2344,0.8682,0.0947,0.5704,0,0,1,0.8886,2.0535e-06,-4.5724,3.6844,0.3182,0.1939,0,0,0,0.7851,0,0,0,0.6385,-11.9918,120,0.00019348582736444046,3.0005633779697303
893,2018-03-20,0.9007,3.8545,-0.0404,0.111,-0.4025,0.3929,0,0.5064,7,0.6864,6,0.0809,0.074,0.0637,0.0625,0.8845,0.0001,0.9971,0.1001,0.2354,0.8672,0.0928,0.5831,0,0,1,0.8868,2.191e-06,-4.3612,3.4787,0.3155,0.1953,0,0,0,0.769,0,0,0,0.6002,-11.0914,120,0.00018312686603243317,3.000448288003115
893,2018-03-21,0.9021,3.868,-0.0404,0.1112,-0.4032,0.393,0,0.5165,9,0.6807,6,0.0745,0.0687,0.06,0.0594,0.8545,0.0001,0.9975,0.0916,0.2413,0.8979,0.0957,0.5933,0,0,1,0.8852,2.2617e-06,-4.2666,3.3986,0.3168,0.1999,0,0,0,0.7786,0,0,0,0.5733,-10.8787,120,0.0001813522610389156,3.00033344229807
893,2018-03-22,0.8973,3.8032,-0.0387,0.1133,-0.3911,0.3956,0,0.5217,10,0.6745,6,0.0717,0.0709,0.0585,0.0576,0.8717,0.0001,0.9965,0.0492,0.1643,0.877,0.0985,0.5377,0,0,1,0.8814,2.2764e-06,-4.0099,3.59,0.303,0.1827,0,0,0,0.8134,0,0,0,0.5346,-11.5508,120,0.00019723466696537512,3.000217866574776
893,2018-03-23,0.8985,3.7312,-0.031,0.1181,-0.4021,0.4213,0,0.5292,10,0.669,6,0.0702,0.066,0.0548,0.0539,0.9184,0.0001,0.9961,0.0253,0.172,0.9174,0.1054,0.6019,0,0,1,0.8806,2.3238e-06,-3.6708,3.7659,0.3131,0.193,0,0,0,0.854,0,0,0,0.4927,-11.3023,120,0.00019855395995704768,3.00010233624228
893,2018-03-24,0.8985,3.7312,-0.031,0.1181,-0.4021,0.4213,0,0.5292,10,0.669,6,0.0702,0.066,0.0548,0.0539,0.9184,0.0001,0.9961,0.0253,0.172,0.9174,0.1054,0.6019,0,0,1,0.8806,2.3238e-06,-3.6708,3.7659,0.3131,0.193,0,0,0,0.854,0,0,0,0.4927,-11.3023,120,0.00019855395995704768,3.00010233624228
893,2018-03-25,0.8985,3.7312,-0.031,0.1181,-0.4021,0.4213,0,0.5292,10,0.669,6,0.0702,0.066,0.0548,0.0539,0.9184,0.0001,0.9961,0.0253,0.172,0.9174,0.1054,0.6019,0,0,1,0.8806,2.3238e-06,-3.6708,3.7659,0.3131,0.193,0,0,0,0.854,0,0,0,0.4927,-11.3023,120,0.00019855395995704768,3.00010233624228
893,2018-03-26,0.8943,3.5701,-0.0082,0.1125,-0.373,0.3888,0,0.5383,10,0.6662,6,0.074,0.0733,0.0632,0.0657,0.9833,0.0001,0.9945,0.0575,0.1552,0.8837,0.1074,0.4928,0,0,1,0.8759,2.3518e-06,-3.0805,4.2301,0.3126,0.1929,0,0,0,0.8058,0,0,0,0.4051,-12.6371,120,0.00017917729372537197,2.999757629741739
893,2018-03-27,0.9015,3.5514,0.0012,0.1029,-0.3888,0.3953,0,0.5212,11,0.6712,6,0.0766,0.073,0.0671,0.069,0.9999,0.0001,0.9946,0.0803,0.2122,0.8881,0.0958,0.5321,0,0,1,0.8724,2.5366e-06,-2.9689,3.9558,0.3411,0.2322,0,0,0,0.7668,0,0,0,0.3773,-11.7604,120,0.00019542884834600864,2.9996441106028144
893,2018-03-28,0.8942,3.4064,0.0232,0.0885,-0.3795,0.3865,0,0.4955,13,0.6786,6,0.0817,0.0768,0.0772,0.0768,0.9999,0.0001,0.9954,0.0916,0.2658,0.8672,0.087,0.4923,0,0,1,0.8667,2.6908e-06,-3.1685,3.6115,0.3663,0.2496,0,0,0,0.7548,0,0,0,0.379,-11.9252,120,0.00019690918260765507,2.9995316896282915
893,2018-03-29,0.89,3.2415,0.0392,0.0922,-0.3809,0.3749,0,0.4576,13,0.6878,6,0.0815,0.0794,0.0783,0.0777,0.9999,0.0001,0.9956,0.1188,0.2664,0.8622,0.0943,0.5105,0,0,1,0.8687,2.5807e-06,-3.3337,3.2622,0.3904,0.2623,0,0,0,0.7315,0,0,0,0.3836,-12.213,120,0.0001931411544879256,2.9994197868241534
893,2018-03-30,0.8937,3.1103,0.0384,0.0911,-0.3759,0.371,0,0.4439,13,0.698,6,0.0852,0.0797,0.0785,0.0776,0.9999,0.0001,0.9958,0.1175,0.2534,0.8649,0.0946,0.5049,0,0,1,0.8724,2.557e-06,-3.359,2.9035,0.3837,0.2399,0,0,0,0.7039,0,0,0,0.3731,-12.0187,120,0.0001840397524293516,2.9993080428257444
893,2018-03-31,0.8937,3.1103,0.0384,0.0911,-0.3759,0.371,0,0.4439,13,0.698,6,0.0852,0.0797,0.0785,0.0776,0.9999,0.0001,0.9958,0.1175,0.2534,0.8649,0.0946,0.5049,0,0,1,0.8724,2.557e-06,-3.359,2.9035,0.3837,0.2399,0,0,0,0.7039,0,0,0,0.3731,-12.0187,120,0.0001840397524293516,2.9993080428257444
893,2018-04-01,0.8937,3.1103,0.0384,0.0911,-0.3759,0.371,0,0.4439,13,0.698,6,0.0852,0.0797,0.0785,0.0776,0.9999,0.0001,0.9958,0.1175,0.2534,0.8649,0.0946,0.5049,0,0,1,0.8724,2.557e-06,-3.359,2.9035,0.3837,0.2399,0,0,0,0.7039,0,0,0,0.3731,-12.0187,120,0.0001840397524293516,2.9993080428257444
893,2018-04-02,0.8902,2.7975,0.0371,0.0861,-0.3797,0.358,0,0.4358,17,0.7279,6,0.0836,0.0826,0.0913,0.0914,0.9999,0.0001,0.996,0.0606,0.1576,0.8417,0.0908,0.5003,0,0,1,0.8735,2.3556e-06,-3.5008,2.2362,0.3858,0.2829,0,0,0,0.7922,0,0,0,0.3659,-10.9604,120,0.000195847868422209,2.998974712726634
893,2018-04-03,0.8871,2.6985,0.0223,0.082,-0.3746,0.3554,0,0.4799,17,0.7353,6,0.0918,0.0862,0.0771,0.0764,0.9492,0.0001,0.9965,0.0504,0.0921,0.8765,0.081,0.4837,0,0,1,0.8793,2.2054e-06,-3.6313,1.9619,0.3756,0.2733,0,0,0,0.8001,0,0,0,0.3718,-10.6972,120,0.0001931023072306085,2.9988645544896673
893,2018-04-04,0.8836,2.6346,0.0336,0.0933,-0.3627,0.365,0,0.4814,17,0.7405,6,0.0887,0.0887,0.0903,0.0898,0.9999,0.0001,0.9966,0.0544,0.1204,0.8275,0.1002,0.4885,0,0,1,0.8794,2.1876e-06,-3.6333,1.7193,0.3828,0.273,0,0,0,0.83,0,0,0,0.364,-12.8143,120,0.00018584204057435285,2.99875411739633
893,2018-04-10,0.8687,2.2793,0.0498,0.0897,-0.3725,0.3509,0,0.5181,17,0.7407,5,0.1018,0.1016,0.0871,0.0875,0.9999,0.0001,0.9959,0.1578,0.094,0.8096,0.0909,0.4904,0,0,1,0.8431,3.2692e-06,-2.4534,-0.1209,0.4088,0.299,0,0,0,0.6409,0,0,0,0.2284,-16.363,120,0.0001795184388685497,2.998091936162622
893,2018-04-11,0.8692,2.2273,0.0473,0.0905,-0.371,0.3508,0,0.5261,17,0.7411,5,0.0995,0.0971,0.0822,0.0828,0.9999,0.0001,0.9969,0.116,0.0921,0.8353,0.0917,0.4991,0,0,1,0.8379,3.5053e-06,-2.2873,-0.5604,0.4137,0.3094,0,0,0,0.6619,0,0,0,0.2146,-16.6384,120,0.00019366023707758075,2.9979823616960144
893,2018-04-12,0.8654,2.1693,0.0509,0.0931,-0.3695,0.3506,0,0.5359,18,0.7425,5,0.1017,0.1002,0.085,0.085,0.9999,0.0001,0.9973,0.0943,0.0732,0.8204,0.0937,0.4967,0,0,1,0.8334,3.7219e-06,-2.0785,-0.889,0.4112,0.301,0,0,0,0.6993,0,0,0,0.2002,-17.4698,120,0.00019579852452989672,2.997872702646468
893,2018-04-13,0.8641,2.1222,0.0523,0.0926,-0.3697,0.3524,0,0.544,18,0.7449,5,0.1014,0.0993,0.0838,0.0834,0.9999,0.0001,0.9975,0.0863,0.068,0.8194,0.0927,0.502,0,0,1,0.8276,3.9628e-06,-1.7716,-1.2173,0.4123,0.3019,0,0,0,0.6943,0,0,0,0.1874,-17.7263,120,0.0001941115022394854,2.9977632027366177
893,2018-04-14,0.8641,2.1222,0.0523,0.0926,-0.3697,0.3524,0,0.544,18,0.7449,5,0.1014,0.0993,0.0838,0.0834,0.9999,0.0001,0.9975,0.0863,0.068,0.8194,0.0927,0.502,0,0,1,0.8276,3.9628e-06,-1.7716,-1.2173,0.4123,0.3019,0,0,0,0.6943,0,0,0,0.1874,-17.7263,120,0.0001941115022394854,2.9977632027366177
893,2018-04-15,0.8641,2.1222,0.0523,0.0926,-0.3697,0.3524,0,0.544,18,0.7449,5,0.1014,0.0993,0.0838,0.0834,0.9999,0.0001,0.9975,0.0863,0.068,0.8194,0.0927,0.502,0,0,1,0.8276,3.9628e-06,-1.7716,-1.2173,0.4123,0.3019,0,0,0,0.6943,0,0,0,0.1874,-17.7263,120,0.0001941115022394854,2.9977632027366177
893,2018-04-16,0.8554,2.0356,0.0527,0.0947,-0.3657,0.3556,0,0.5674,18,0.7553,5,0.0959,0.0936,0.0815,0.0811,0.9999,0.0001,0.9964,0.1496,0.0463,0.8328,0.0969,0.5048,0,0,1,0.8132,4.6895e-06,-0.9609,-2.0553,0.4114,0.302,0,0,0,0.6721,0,0,0,0.1708,-19.2649,120,0.00019311960207426117,2.997435988176008
893,2018-04-17,0.8495,2.0196,0.05,0.0929,-0.3581,0.3474,0,0.5753,21,0.7583,5,0.1036,0.1026,0.0922,0.0926,0.9999,0.0001,0.9952,0.1789,0.0533,0.7806,0.0934,0.4654,0,0,1,0.8053,4.9062e-06,-0.9347,-2.6895,0.4108,0.2934,0,0,0,0.6388,0,0,0,0.1772,-20.0049,120,0.00019495502752489208,2.997327819912622
893,2018-04-18,0.8557,2.0191,0.0552,0.098,-0.3633,0.353,0,0.5831,21,0.7599,5,0.095,0.0934,0.0831,0.0816,0.9999,0.0001,0.9943,0.2434,0.071,0.8342,0.1023,0.4978,0,0,1,0.8018,5.1232e-06,-0.7744,-3.1703,0.4197,0.3037,0,0,0,0.5783,0,0,0,0.1881,-18.8155,120,0.0001939730899706605,2.9972200897188066
893,2018-04-19,0.8557,2.0024,0.054,0.0995,-0.3598,0.3532,0,0.5871,21,0.7597,5,0.0956,0.0944,0.0833,0.0828,0.9999,0.0001,0.9938,0.2513,0.0719,0.8254,0.1039,0.4971,0,0,1,0.8027,5.1651e-06,-0.6928,-3.3868,0.4172,0.3052,0,0,0,0.5399,0,0,0,0.1967,-19.0222,120,0.0001899556780948012,2.9971124714579807
893,2018-04-20,0.8553,1.9933,0.0565,0.0965,-0.3552,0.3428,0,0.5997,22,0.7578,5,0.0949,0.0959,0.0809,0.0797,0.9999,0.0001,0.9929,0.2619,0.0647,0.8289,0.0995,0.4716,0,0,1,0.7969,5.1645e-06,-0.5066,-3.4384,0.4158,0.3069,0,0,0,0.5374,0,0,0,0.2004,-19.3052,120,0.0001806429089401882,2.997004547449096
893,2018-04-21,0.8553,1.9933,0.0565,0.0965,-0.3552,0.3428,0,0.5997,22,0.7578,5,0.0949,0.0959,0.0809,0.0797,0.9999,0.0001,0.9929,0.2619,0.0647,0.8289,0.0995,0.4716,0,0,1,0.7969,5.1645e-06,-0.5066,-3.4384,0.4158,0.3069,0,0,0,0.5374,0,0,0,0.2004,-19.3052,120,0.0001806429089401882,2.997004547449096
893,2018-04-22,0.8553,1.9933,0.0565,0.0965,-0.3552,0.3428,0,0.5997,22,0.7578,5,0.0949,0.0959,0.0809,0.0797,0.9999,0.0001,0.9929,0.2619,0.0647,0.8289,0.0995,0.4716,0,0,1,0.7969,5.1645e-06,-0.5066,-3.4384,0.4158,0.3069,0,0,0,0.5374,0,0,0,0.2004,-19.3052,120,0.0001806429089401882,2.997004547449096
893,2018-04-23,0.8471,1.96,0.0556,0.0963,-0.3532,0.3466,0,0.6105,22,0.7493,5,0.1055,0.1056,0.0881,0.091,0.9999,0.0001,0.9945,0.1189,0.0486,0.7942,0.1003,0.4792,0,0,1,0.7909,5.2659e-06,0.137,-3.5526,0.4145,0.3113,0,0,0,0.6395,0,0,0,0.2099,-19.9578,120,0.00019537546391185364,2.9966814913392574
893,2018-04-24,0.8512,1.9762,0.0459,0.0998,-0.3589,0.3513,0,0.6101,22,0.748,5,0.0984,0.0961,0.0836,0.0834,0.9999,0.0001,0.9948,0.1319,0.0476,0.8358,0.1012,0.4872,0,0,1,0.7908,5.3055e-06,0.3968,-3.6545,0.4156,0.3127,0,0,0,0.6876,0,0,0,0.2144,-19.6464,120,0.00019046999093115194,2.996574113429252
893,2018-04-25,0.8409,1.9307,0.0327,0.082,-0.3718,0.3422,0,0.5904,22,0.7481,5,0.0983,0.0982,0.099,0.0993,0.9999,0.0001,0.9963,0.1182,0.0287,0.7457,0.0755,0.4778,0,0,1,0.7921,5.0675e-06,0.7194,-3.3869,0.4014,0.2911,0,0,0,0.6727,0,0,0,0.2116,-19.0199,120,0.00018206052859905065,2.996466151281079
893,2018-04-26,0.8486,1.9484,0.0128,0.0767,-0.3917,0.3158,0,0.5896,22,0.7495,5,0.0943,0.0939,0.0852,0.0846,0.9997,0.0001,0.9954,0.1579,0.0183,0.8043,0.062,0.475,0,0,1,0.7918,5.1085e-06,0.9224,-3.3601,0.4056,0.3005,0,0,0,0.6277,0,0,0,0.2127,-19.0864,120,0.00019213854942230833,2.9963588995617516
893,2018-04-27,0.8448,1.9247,0.0339,0.0889,-0.3724,0.3163,0,0.5862,22,0.752,5,0.0922,0.0927,0.084,0.082,0.9999,0.0046,0.9933,0.1813,0.0254,0.8026,0.0956,0.4228,0,0,1,0.7777,5.8574e-06,0.7868,-3.4582,0.3865,0.283,0,0,0,0.6074,0,0,0,0.211,-20.2411,120,0.00019225952968392114,2.99625293363925
893,2018-04-28,0.8448,1.9247,0.0339,0.0889,-0.3724,0.3163,0,0.5862,22,0.752,5,0.0922,0.0927,0.084,0.082,0.9999,0.0046,0.9933,0.1813,0.0254,0.8026,0.0956,0.4228,0,0,1,0.7777,5.8574e-06,0.7868,-3.4582,0.3865,0.283,0,0,0,0.6074,0,0,0,0.211,-20.2411,120,0.00019225952968392114,2.99625293363925
893,2018-04-29,0.8448,1.9247,0.0339,0.0889,-0.3724,0.3163,0,0.5862,22,0.752,5,0.0922,0.0927,0.084,0.082,0.9999,0.0046,0.9933,0.1813,0.0254,0.8026,0.0956,0.4228,0,0,1,0.7777,5.8574e-06,0.7868,-3.4582,0.3865,0.283,0,0,0,0.6074,0,0,0,0.211,-20.2411,120,0.00019225952968392114,2.99625293363925
893,2018-04-30,0.8448,1.8626,0.0338,0.086,-0.3609,0.3447,0,0.5887,23,0.7641,5,0.0978,0.0962,0.0837,0.0857,0.9999,0.0001,0.993,0.2497,0.0241,0.8115,0.0941,0.4645,0,0,1,0.7775,5.9142e-06,0.3732,-3.8274,0.403,0.2966,0,0,0,0.5317,0,0,0,0.202,-20.2222,120,0.00017981218300415762,2.995936270910774
893,2018-05-01,0.8411,1.8429,0.049,0.0988,-0.3574,0.3594,0,0.5858,23,0.7686,5,0.0997,0.0986,0.0837,0.0842,0.9999,0.0001,0.9935,0.1752,0.0184,0.7919,0.1144,0.484,0,0,1,0.7588,9.1829e-06,-0.0049,-4.0444,0.46,0.3313,0,0,0,0.5783,0,0,0,0.1986,-20.5865,120,0.00019136964458461687,2.9958308004252237
893,2018-05-02,0.8409,1.8055,0.0567,0.0984,-0.3588,0.3572,0,0.5783,21,0.7728,5,0.0994,0.096,0.0812,0.0802,0.9998,0.0001,0.9937,0.1411,0.0116,0.802,0.1132,0.4727,0,0,1,0.7692,6.0338e-06,0.3378,-3.1899,0.429,0.3593,0,0,0,0.6455,0,0,0,0.1866,-20.2878,120,0.00019166441394360804,2.9957251083483465
893,2018-05-03,0.8376,1.7573,0.0588,0.0962,-0.3593,0.3571,0,0.573,21,0.7762,5,0.0956,0.092,0.0758,0.0756,0.9999,0.0001,0.994,0.1159,0.0097,0.8066,0.1114,0.4819,0,0,1,0.7693,5.953e-06,0.4514,-2.708,0.4402,0.3775,0,0,0,0.6396,0,0,0,0.1775,-20.4993,120,0.0001965034055067527,2.995619470969191
893,2018-05-04,0.8362,1.7353,0.0552,0.0973,-0.3527,0.348,0,0.5668,21,0.7783,5,0.0956,0.0924,0.0765,0.0759,0.9999,0.0001,0.9936,0.1303,0.0174,0.789,0.1139,0.4653,0,0,1,0.7688,6.0709e-06,0.3963,-2.4902,0.431,0.3577,0,0,0,0.6782,0,0,0,0.1699,-21.365,120,0.00019003306213076311,2.9955144803518974
893,2018-05-05,0.8362,1.7353,0.0552,0.0973,-0.3527,0.348,0,0.5668,21,0.7783,5,0.0956,0.0924,0.0765,0.0759,0.9999,0.0001,0.9936,0.1303,0.0174,0.789,0.1139,0.4653,0,0,1,0.7688,6.0709e-06,0.3963,-2.4902,0.431,0.3577,0,0,0,0.6782,0,0,0,0.1699,-21.365,120,0.00019003306213076311,2.9955144803518974
893,2018-05-06,0.8362,1.7353,0.0552,0.0973,-0.3527,0.348,0,0.5668,21,0.7783,5,0.0956,0.0924,0.0765,0.0759,0.9999,0.0001,0.9936,0.1303,0.0174,0.789,0.1139,0.4653,0,0,1,0.7688,6.0709e-06,0.3963,-2.4902,0.431,0.3577,0,0,0,0.6782,0,0,0,0.1699,-21.365,120,0.00019003306213076311,2.9955144803518974
