question_id,ifp_id,discover_id,start_date,end_date,is_resolved,resolved_date,resolution,is_voided,voided_date,title,description,categories,clarification,scoring_start_time,scoring_end_time,correctness_known_at,has_historic_data,is_ordinal,has_cameo_model,cameo_sources,cameo_targets,cameo_codes,cameo_range,cameo_date,rt_query,election,country,region,num_options,option_1,option_2,option_3,option_4,option_5
42,2745,429,2018-12-12 17:30:00+00:00,2019-01-15 19:01:00+00:00,FALSE,,,TRUE,2019-01-06 15:31:16.422000+00:00,How many earthquakes of magnitude 4.5 or stronger will occur worldwide between 15 December 2018 and 15 January 2019?,"This question will be resolved using the United States Geological Survey's Earthquake Catalog (<a href=""https://earthquake.usgs.gov/earthquakes/search/""target=""_blank"">https://earthquake.usgs.gov/earthquakes/search/</a>). To access the relevant data: 
- Set the Magnitude to a Custom Minimum equal to the magnitude of interest;
- Set the Date & Time to a Custom Start with the first day of interest and End to the last day of interest;
- Leave the UTC times to the default settings (00:00:00 & 23:59:59);
- Set Geographic Region to World;
- Click Search beneath Output Options.
The number of earthquakes displays in the top left Search Results window. If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the source between 10:00 AM and 4:00 PM ET on 20 February 2019. Resolution will be based on the value observed at the time of source consultation.",Natural Sciences/Climate,,2018-12-12 19:01:00+00:00,,,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,None,"Between 1 and 8, inclusive",More than 8 and less than 14,"Between 14 and 21, inclusive",More than 21
43,2565,406,2018-12-05 17:30:00+00:00,2018-12-31 19:01:00+00:00,TRUE,2019-01-10 19:52:27.299000+00:00,"Between 20 and 30, inclusive",FALSE,,How many patents will China publish that have International Patent Classification (IPC) code = ‰Û÷H04K‰Ûª (Secret Communications) in December 2018?,"This question will be resolved using data from the European Patent Office. To access the relevant data:
- Go to <a href=""https://worldwide.espacenet.com/""target=""_blank"">Espacenet</a>;
- Click on ‰Û÷Advanced search‰Ûª;
- Verify that ‰Û÷Worldwide ‰ÛÒ collection of published applications from 100+ countries‰Ûª is selected in the collection search drop-down at the top;
- Enter ‰Û÷CN‰Ûª in the ‰Û÷Publication number‰Ûª field;
- Enter the year and month of interest in YYYYMM format in the ‰Û÷Publication date‰Ûª field;
- Enter the IPC code of interest in the ‰Û÷IPC‰Ûª field;
- Click ‰Û÷Search.‰Ûª
The number of patents published is shown at the top of the ‰Û÷Result list.'  
 If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Other,,2018-12-05 19:01:00+00:00,2018-12-31 19:00:59+00:00,2019-01-10 19:20:30+00:00,FALSE,TRUE,FALSE,,,,,,,FALSE,,,3,Less than 20,"Between 20 and 30, inclusive",More than 30,,
44,2574,407,2018-12-05 17:30:00+00:00,2019-01-23 19:01:00+00:00,TRUE,2019-01-24 13:37:46.212000+00:00,No,FALSE,,"Will Malaysia's Prime Minister Mahathir bin Mohamad resign, lose a confidence vote, or vacate office between 6 December 2018 and 22 January 2019?","Any of these events will qualify for a ‰ÛÏyes‰Û resolution, including the issuing of a resignation that will take effect at a later date.",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2019-01-22 19:00:59+00:00,2019-01-23 05:00:07+00:00,FALSE,FALSE,FALSE,,,,,,"Will Malaysia's Prime Minister Mahathir bin Mohamad resign, lose a confidence vote, or vacate office?",FALSE,,,2,Yes,No,,,
45,2583,408,2018-12-05 17:30:00+00:00,2018-12-11 19:01:00+00:00,TRUE,2018-12-14 15:40:18.660000+00:00,No,FALSE,,Will Gabon's President Ali Bongo experience a significant leadership disruption between 6 December and 11 December 2018?,"A ‰ÛÏsignificant leadership disruption‰Û includes confirmed reports that the leader: has resigned, has formally left office, has been forcibly removed from office for 10 or more consecutive days, has fled or been exiled from office for 10 or more consecutive days, has died, has been medically incapacitated or hospitalized for 10 or more consecutive days, or his/her whereabouts have been unknown for 10 or more consecutive days.",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2018-12-11 19:00:59+00:00,2018-12-14 15:30:24+00:00,FALSE,FALSE,TRUE,ga,,"02,03,14,08,10",3,,,FALSE,,,2,Yes,No,,,
46,2592,409,2018-12-05 17:30:00+00:00,2019-01-15 19:01:00+00:00,TRUE,2019-01-16 18:30:13.174000+00:00,No,FALSE,,"Will UK's Prime Minister Theresa May resign, lose a confidence vote, or vacate office between 6 December 2018 and 15 January 2019?","Any of these events will qualify for a ‰ÛÏyes‰Û resolution, including the issuing of a resignation that will take effect at a later date.",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2019-01-15 19:00:59+00:00,2019-01-16 17:30:43+00:00,FALSE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
47,2601,412,2018-12-05 17:30:00+00:00,2018-12-16 19:01:00+00:00,TRUE,2019-01-11 13:38:47.323000+00:00,Less than 27,FALSE,,How many battle deaths will ACLED record in Turkey between 10 December 2018 and 16 December 2018?,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia. The relevant data can be accessed using the export tool at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>: 
- Set ‰Û÷From‰Ûª to the first day of the period of interest; 
- Set ‰Û÷To‰Ûª to the last day of the period of interest; 
- Set ‰Û÷Country‰Ûª to the country of interest; 
- Click ‰Û÷Export.‰Ûª 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities‰Ûª column for events in which ‰Û÷event_type‰Ûª is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2018-12-16 19:00:59+00:00,2019-01-10 18:40:09+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 27,"Between 27 and 38, inclusive",More than 38 and less than 50,"Between 50 and 67, inclusive",More than 67
48,2610,413,2018-12-05 17:30:00+00:00,2018-12-26 19:01:00+00:00,TRUE,2019-01-07 17:32:47.946000+00:00,No,FALSE,,Will FEWS NET publish an alert for Somalia between 7 December 2018 and 26 December 2018?,"The Famine Early Warning Systems Network (FEWS NET) provides early warning and analysis on acute food insecurity around the world. Question will resolve as ""yes"" if FEWS NET publishes one or more Alert(s) for the country of interest in the time period of interest. To access the relevant data:
- Go to the <a href =""http://fews.net/search""target=""_blank"">FEWS NET Search Function</a>;
- Select 'Alerts' in the 'Report Type' field;
- Select the country of interest in the 'Country/Region' field;
- Click the 'SEARCH' button.
This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Other,,2018-12-05 19:01:00+00:00,2018-12-26 19:00:59+00:00,2019-01-03 15:19:28+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
49,2619,414,2018-12-05 17:30:00+00:00,2018-12-08 19:01:00+00:00,TRUE,2018-12-12 17:35:30.190000+00:00,Yes,FALSE,,Will Peru's referendum to prohibit the immediate re-election of parliamentarians pass?,"A constitutional referendum is scheduled for 9 December 2018 in Peru.  There are four independent questions being posed on this referendum, one of which asks if immediate re-election of parliamentarians should be prohibited (<a href = ""http://en.mercopress.com/2018/10/10/vizcarra-calls-for-constitutional-reform-referendum-to-be-held-dec.-9""target=""_blank"">http://en.mercopress.com/2018/10/10/vizcarra-calls-for-constitutional-reform-referendum-to-be-held-dec.-9</a>).  ",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2018-12-08 19:00:59+00:00,2018-12-12 14:30:17+00:00,FALSE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
50,2628,415,2018-12-05 17:30:00+00:00,2019-02-11 19:01:00+00:00,TRUE,2019-02-14 15:47:28.535000+00:00,No,FALSE,,Will the WHO declare a Public Health Emergency of International Concern (PHEIC) before 12 February 2019?,"This question will resolve as ‰ÛÏyes‰Û if the World Health Organization (WHO) declares a PHEIC during the period of interest (<a href = ""http://www.who.int/news-room/statements"" ""target=""_blank"">WHO Statements</a>).",Health/Disease,,2018-12-05 19:01:00+00:00,2019-02-11 19:00:59+00:00,2019-02-14 15:00:29+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
51,2637,416,2018-12-05 17:30:00+00:00,2018-12-11 19:01:00+00:00,TRUE,2018-12-14 14:32:20.357000+00:00,Yes,FALSE,,"Will there be more than 500 cumulative Ebola cases from the North Kivu Ebola Outbreak before 12 December 2018, according to the Humanitarian Data Exchange?","An outbreak of Ebola was declared by the Ministry of Health of the Democratic Republic of the Congo on 1 August 2018.  Cumulative cases of Ebola include confirmed, suspected and probable cases of Ebola as reported by the Democratic Republic of the Congo Ministry of Health.  These data are made available by <a href=""https://data.humdata.org/""target=""_blank"">The Humanitarian Data Exchange</a>.  The Humanitarian Data Exchange pulls their data from the <a href=""http://who.maps.arcgis.com/apps/opsdashboard/index.html#/f9003796864241b99d21474025f3667e""target=""_blank""> DRC‰Ûªs Ministry of Health/WHO: Regional Office for Africa</a>.  The question will be resolved according to the number of cumulative Ebola cases for this outbreak on the date of interest as reported here: <a href=""https://data.humdata.org/dataset/ebola-cases-and-deaths-drc-north-kivu""target=""_blank"">https://data.humdata.org/dataset/ebola-cases-and-deaths-drc-north-kivu</a>.  This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.",Politics/Intl Relations,,2018-12-05 19:01:00+00:00,2018-12-11 19:00:59+00:00,2018-12-13 17:06:21+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
52,2646,417,2018-12-05 17:30:00+00:00,2018-12-25 19:01:00+00:00,TRUE,2019-01-02 13:38:15.700000+00:00,Less than $57,FALSE,,"What will be the dailyåÊclosing spotåÊprice ofåÊBrent crudeåÊoil (USD per barrel) on 26 December 2018, according to the U.S. EIA?","This question will be resolved using the daily closing spot price for wholesale Brent crude oil reported by the Energy Information Administration (<a href=""https://www.eia.gov/dnav/pet/pet_pri_spt_s1_d.htm""target=""_blank"">https://www.eia.gov/dnav/pet/pet_pri_spt_s1_d.htm</a>).  ",Macroeconomics/Finance,,2018-12-05 19:01:00+00:00,2018-12-25 19:00:59+00:00,2018-12-31 15:48:59+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than $57,"Between $57 and $62, inclusive",More than $62 and less than $66,"Between $66 and $72, inclusive",More than $72
53,2754,427,2018-12-19 17:30:00+00:00,2019-01-20 19:01:00+00:00,TRUE,2019-01-31 15:04:46.833000+00:00,No,FALSE,,"Will Human Rights Watch report before 21 January 2019 that the Philippines‰Ûª ""war on drugs"" (2016-present) cumulative death toll has reached 15,000?","Human Rights Watch (HRW) has tracked and periodically reported on the death toll associated with drug-related extra-judicial killings in the Philippines since Rodrigo Duterte assumed the presidency. In their January 2018 annual World Report, HRW asserted that the death toll had reached ""more than 12,000, according to credible media reports"" (see <a href=""https://www.hrw.org/world-report/2018/country-chapters/philippines""target=""_blank"">https://www.hrw.org/world-report/2018/country-chapters/philippines</a>  ). Any similar credible report found on HRW's website that asserts a cumulative death toll at or above 15,000 will be sufficient to resolve the question as ""yes.""",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-01-20 19:00:59+00:00,2019-01-31 13:49:15+00:00,FALSE,FALSE,FALSE,,,,,,Human Rights Watch report about the Philippines war on drugs cumulative death toll?,FALSE,,,2,Yes,No,,,
54,2763,430,2018-12-19 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-06 19:02:24.481000+00:00,Less than 320,FALSE,,"How many civilians will be killed in Syria in January 2019, according to the Syrian Network for Human Rights (SNHR)?","Question will be resolved using the Syrian Network for Human Rights (SNHR) monthly report for the period of interest. Monthly reports are posted at <a href=""http://sn4hr.org/blog/category/report/monthly-reports/victims-death-toll/""target=""_blank"">http://sn4hr.org/blog/category/report/monthly-reports/victims-death-toll/</a> and are typically updated at the start of the following month.åÊThis question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. 
",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-06 15:58:27+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 320,"Between 320 and 470, inclusive",More than 470 and less than 620,"Between 620 and 870, inclusive",More than 870
55,2772,431,2018-12-19 17:30:00+00:00,2019-01-31 19:01:00+00:00,FALSE,,,FALSE,,What will be the monthly period-over-period change in the consumer price index (CPI) for Uruguay in January 2019?,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data:- Select the country of interest from the Country drop down menu; - Select 'Consumer Price Index, All Items' from the Indicator drop down menu. The relevant row is '[Country of Interest], Consumer Price Index, All Items,' and the relevant column is '[YYYY]M[XX].' This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Macroeconomics/Finance,,2018-12-19 19:01:00+00:00,,,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 0.14 ,"Between 0.14 and 0.48, inclusive",More than 0.48 but less than 0.77,"Between 0.77 and 1.11, inclusive",More than 1.11
56,2781,432,2018-12-19 17:30:00+00:00,2018-12-27 19:01:00+00:00,TRUE,2019-01-02 13:39:54.288000+00:00,Between 6.84 and 6.91,FALSE,,What will be the closing value of the Yuan to one U.S. Dollar exchange rate on 28 December 2018?,"This question will be resolved using the closing value reported by Bloomberg for the date of interest.
- Go to (<a href=""https://www.bloomberg.com/quote/USDCNY:CUR""target=""_blank"">Bloomberg</a>);
- Click ‰Û÷VIEW FULL CHART‰Ûª above the chart on the right;
- Click the one month time frame ‰Û÷1M‰Ûª.
Question will be closed the day before the date of interest.",Other,,2018-12-19 19:01:00+00:00,2018-12-27 19:00:59+00:00,2018-12-31 15:51:23+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 6.76,"More than 6.76 but less than 6.84, inclusive",Between 6.84 and 6.91,"More than 6.91 but less than 6.99, inclusive",More than 6.99
57,2790,433,2018-12-19 17:30:00+00:00,2019-01-02 19:01:00+00:00,TRUE,2019-01-16 18:34:31.326000+00:00,Yes,FALSE,,Will ACLED record any civilian fatalities in Burkina Faso between 21 December 2018 and 2 January 2019?,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia. The relevant data can be accessed using the export tool at åÊ<a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>: - Set ‰Û÷From‰Ûª to the first day of the period of interest; - Set ‰Û÷To‰Ûª to the last day of the period of interest; - Set ‰Û÷Country‰Ûª to the country of interest; - Click ‰Û÷Export.‰Ûª The question will resolve as ""yes"" if ACLED records any event for which 'fatalities' is greater than or equal to 1; and a) ‰Û÷event_type‰Ûª is Violence against civilians or b) ‰Û÷event type‰Ûª is Remote violence and ‰Û÷actor_2‰Ûª includes Civilians. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2018-12-26 19:00:59+00:00,2018-12-27 05:00:41+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
58,2799,434,2018-12-19 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-06 19:10:18.764000+00:00,More than 250,FALSE,,How many deaths perpetrated by Boko Haram will the Council on Foreign Relations report for January 2019?,"The Council on Foreign Relations (CFR) <a href=""https://www.cfr.org/nigeria/nigeria-security-tracker/p29483""target=""_blank"">Nigeria Security Tracker</a> reports on countrywide violence stemming from political, economic and social grievances. The question will be resolved using data downloaded from CFR at: <a href=""https://docs.google.com/spreadsheets/d/1_QY-l4xhMu5nZVluprOgRs6rUzgkkBemapdsg5lFzKU/pub?output=xlsx""target=""_blank"">Google Docs Spreadsheet</a>. Refer to the sheet entitled ‰Û÷NST Main Dataset.‰Ûª 
The count of deaths for the period of interest is obtained by summing the ‰Û÷Total Deaths‰Ûª column for events in which Boko Haram is identified as a perpetrator (in the ‰Û÷Boko Haram (P)‰Ûª column) and ‰Û÷Date‰Ûª falls in the period of interest. If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-01-19 19:00:59+00:00,2019-01-20 05:00:56+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 100,"Between 100 and 140, inclusive",More than 140 and less than 180,"Between 180 and 250, inclusive",More than 250
