date,ifp_id,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,stability,unitroot_kpss,unitroot_pp,series_length,ratio,skew
2019-04-18,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-19,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-20,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-21,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-22,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-23,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-24,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-25,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-26,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-27,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-28,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-29,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-30,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-01,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-02,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-06,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-08,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-14,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-15,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-16,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-17,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-18,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-19,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-20,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-21,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-22,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-05-24,499,-0.0528,0.0664,-0.4296,0.2256,-0.6321,0.4407,-0.0595,0.0552,7.0,0.9975,26.0,0.1056,0.0001,0.5,1.5495,0.0,0.0195,0.2585,0.6242,-0.0872,1.0,7.0,0.1594,0.0012,-0.7687,0.9714,-0.2336,0.2095,0.1672,1.0,3.0,0.0951,0.1196,-61.2634,62.0,0.6925,2.1157
2019-04-11,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-12,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-13,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-14,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-15,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-16,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-17,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-19,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-20,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-21,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-22,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-23,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-24,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-25,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-26,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-27,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-28,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-29,501,0.5727,0.4038,-0.016,0.0048,-0.5153,0.2718,0.0046,0.501,6.0,0.6839,26.0,0.7855,0.2074,0.9826,3.1134,0.3104,0.5416,0.0012,0.4913,-0.0768,1.0,12.0,0.6365,0.0002,1.7035,4.35,0.3861,0.2421,0.2738,11.0,7.0,0.3058,0.3273,2.6124,60.0,0.0217,17.8754
2019-04-11,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-12,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-13,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-14,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-15,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-16,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-17,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-19,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-20,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-21,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-22,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-23,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-26,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-27,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-28,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
2019-04-29,507,0.1253,0.1528,-0.4138,0.4911,-0.628,0.9822,0.0506,0.0112,30.0,0.9763,36.0,0.0001,0.0001,0.575,2.0219,0.0922,0.0283,0.5586,1.0393,0.0822,1.0,13.0,0.162,0.0005,2.3545,-0.1243,-0.0908,0.1888,0.2611,11.0,2.0,0.122,0.5393,-98.504,120.0,0.5605,2.5602
